Owner,Address,PrimeType,SecondType,GarOrLot,RegCap,ValetCap,MCCap,LANDUSETYP,Location 1
Private,253 Cargo Way,PHO, ,L,297,0,0, ,"(37.745404, -122.385074)"
Private,2540 Lombard St,PHO, ,L,22,0,0, ,"(37.799118, -122.443218)"
Private,2699 03rd St,PHO, ,L,146,0,0, ,"(37.755609, -122.387523)"
Private,2822 Pine St,PHO, ,L,29,0,0, ,"(37.786997, -122.442227)"
Private,2850 Alemany Blvd,PHO, ,L,85,0,0, ,"(37.712698, -122.451332)"
Private,314 Randolph St,PHO, ,L,13,0,0, ,"(37.714442, -122.465304)"
Private,3236 24th St,PHO, ,L,14,0,0, ,"(37.75248, -122.416902)"
Private,3244 24th St,PHO, ,L,18,0,0, ,"(37.752471, -122.417056)"
Private,3250 Mission St,PHO, ,L,26,0,0, ,"(37.744748, -122.420504)"
Private,3270 17th St,PHO, ,L,9,0,0, ,"(37.763624, -122.418761)"
Private,34 Mary St,PHO, ,L,20,0,0, ,"(37.781367, -122.406557)"
Private,340 05th St,PHO, ,L,50,0,0, ,"(37.779566, -122.402748)"
Private,340 Townsend St,PHO, ,G,140,0,0, ,"(37.776438, -122.395923)"
Private,3435 Cesar Chavez St,PHO, ,L,89,0,0, ,"(37.747838, -122.418798)"
Private,355 Brannan St,PHO, ,L,8,0,0, ,"(37.780687, -122.392926)"
Private,360 Spear St,PHO, ,G,17,0,0, ,"(37.78915, -122.390056)"
Private,380 Fremont St,PHO, ,L,16,0,0, ,"(37.786877, -122.392428)"
Private,385 Brannan St,PHO, ,L,26,0,0, ,"(37.780208, -122.393532)"
Private,390 Turk St,PHO, ,L,27,0,0, ,"(37.782775, -122.415274)"
Private,40 Zeno St,PHO, ,L,12,0,0, ,"(37.787837, -122.393052)"
Private,420 Harrison St,PHO, ,L,8,0,0, ,"(37.78668, -122.392279)"
Private,440 Spear St,PHO, ,L,15,0,0, ,"(37.788251, -122.388929)"
Private,501 02nd St,PHO, ,L,15,0,0, ,"(37.78315, -122.393212)"
Private,511 Harrison St,PHO, ,L,25,0,0, ,"(37.785629, -122.392874)"
Private,515 Folsom St,PHO, ,L,15,0,0, ,"(37.786657, -122.394675)"
Private,528 03rd St,PHO, ,L,40,0,0, ,"(37.780688, -122.395285)"
Private,57 Zoe St,PHO, ,L,13,0,0, ,"(37.779916, -122.395584)"
Private,5315 Mission St,PHO, ,L,3,0,0, ,"(37.714248, -122.44242)"
Private,540 Eddy St,PHO, ,L,43,0,0, ,"(37.783584, -122.416435)"
Private,577 02nd St,PHO, ,L,5,0,0, ,"(37.782329, -122.392185)"
Private,581 McAllister St,PHO, ,L,36,0,0, ,"(37.779689, -122.421256)"
Private,585 Harrison St,PHO, ,L,28,0,0, ,"(37.784397, -122.394434)"
Private,590 15th St,PHO, ,L,14,0,0, ,"(37.767309, -122.406346)"
Private,594 Hayes St,PHO, ,L,20,0,0, ,"(37.776649, -122.425883)"
Private,600 Bryant St,PHO, ,L,9,0,0, ,"(37.779488, -122.398277)"
Private,6215 03rd St,PHO, ,L,21,0,0, ,"(37.72206, -122.395235)"
Private,624 04th St,PHO, ,L,11,0,0, ,"(37.77782, -122.396131)"
Private,625 Harrison St,PHO, ,L,20,0,0, ,"(37.783612, -122.395427)"
Private,640 03rd St,PHO, ,L,12,0,0, ,"(37.779369, -122.393633)"
Private,640 Bryant St,PHO, ,L,8,0,0, ,"(37.778911, -122.399007)"
Private,660 03rd St,PHO, ,L,13,0,0, ,"(37.779167, -122.39338)"
Private,719 Taylor St,PHO, ,L,9,0,0, ,"(37.788957, -122.411999)"
Private,732 Geary St,PHO, ,L,8,0,0, ,"(37.7866, -122.415251)"
Private,751 Valencia St,PHO, ,L,14,0,0, ,"(37.760748, -122.421045)"
Private,764 Bryant St,PHO, ,L,35,0,0, ,"(37.776843, -122.401625)"
Private,801 23rd St,PHO, ,L,36,0,0, ,"(37.754892, -122.388135)"
Private,809 Franklin St,PHO, ,L,15,0,0, ,"(37.78177, -122.422361)"
Private,828 Brannan St,PHO, ,L,64,0,0, ,"(37.772573, -122.403927)"
Private,910 Minna St,PHO, ,L,16,0,0, ,"(37.774641, -122.415736)"
Private,920 Howard St,PHO, ,L,56,0,0, ,"(37.781204, -122.405424)"
Private,931 Mission St,PHO, ,L,63,0,0, ,"(37.781791, -122.407054)"
Private,937 Ofarrell St,PHO, ,L,9,0,0, ,"(37.784627, -122.419965)"
Private,942 Avalon Ave,PHO, ,L,16,0,0, ,"(37.724432, -122.424151)"
Private,45 HARRIET ST,PHO, ,L,18,0,0, ,"(37.778848, -122.406609)"
Private,702 York St,PHO, ,L,10,0,0, ,"(37.760328, -122.409086)"
Private,100 North Point St,PHO, ,L,37,0,0, ,"(37.807264, -122.409032)"
Port of SF,2899 Taylor St,PHO, ,L,79,0,0, ,"(37.809485, -122.416793)"
Private,2277 Shafter Ave,PHO, ,L,24,0,0, ,"(37.738034, -122.4034)"
Private,1943 Carroll Ave,PHO, ,L,16,0,0, ,"(37.728547, -122.399517)"
Private,2755 14th Ave,PHO, ,L,8,0,0, ,"(37.738028, -122.46934)"
Private,500 WASHINGTON ST,PHO, ,G,17,0,0, ,"(37.795863, -122.40163)"
Private,230 Beach St,PHO, ,G,34,0,0, ,"(37.807679, -122.413526)"
Private,599 Judson Ave,PHO, ,L,101,0,0, ,"(37.728256, -122.453647)"
Private,1 Peter York Way,PHO, ,G,70,0,0, ,"(37.785531, -122.424618)"
Private,333 12th St,PHO, ,L,25,0,0, ,"(37.770716, -122.413969)"
SFPD,2520 Irving St,CGO, ,L,15,0,0, ,"(37.763375, -122.484734)"
Private,832 Folsom St,PHO, ,G,160,0,0, ,"(37.781487, -122.401957)"
Private,650 MCALLISTER ST,PHO, ,L,75,0,0, ,"(37.779935, -122.422582)"
SFPD,350 Amber Dr,PHO, ,L,265,0,0, ,"(37.744401, -122.44139)"
Private,301 Grove St,PHO, ,G,15,0,0, ,"(37.777749, -122.421455)"
Private,1901 Cesar Chavez St,PHO, ,L,115,0,0, ,"(37.749514, -122.395695)"
Private,350 Masonic Ave,PHO, ,L,9,0,0, ,"(37.778122, -122.446496)"
Private,860 02nd St,PHO, ,L,38,0,0, ,"(37.779334, -122.388372)"
Private,368 FULTON ST,PHO, ,L,100,0,0, ,"(37.778975, -122.422638)"
SFPD,3431 17th St,PHO, ,L,24,0,0, ,"(37.763012, -122.422103)"
SFPD,455 06th Ave,PHO, ,L,40,0,0, ,"(37.77996, -122.464631)"
Private,440 Hayes St,PHO, ,L,50,0,0, ,"(37.776955, -122.423485)"
Private,645 05th St,PHO, ,G,120,0,0, ,"(37.776143, -122.397726)"
SFGH,1001 Potrero Ave,PHO, ,L,202,0,0, ,"(37.755988, -122.406109)"
SFGH,2401 22nd St,PHO, ,L,20,0,0, ,"(37.7567, -122.404475)"
SFGH,2498 22nd St,PHO, ,L,102,0,0, ,"(37.757202, -122.40541)"
Private,151 03rd St,PHO, ,G,18,0,0, ,"(37.785674, -122.400793)"
SFUSD,1512 Golden Gate Ave,PHO, ,L,26,0,0, ,"(37.779259, -122.435417)"
SFUSD,541 McAllister St,PHO, ,L,96,0,0, ,"(37.779756, -122.42072)"
SFUSD,3630 Divisadero St,PHO, ,L,20,0,0, ,"(37.80308, -122.443033)"
SFUSD,430 Texas St,PHO, ,L,6,0,0, ,"(37.760855, -122.395464)"
SFUSD,3772 17th St,PHO, ,L,85,0,0, ,"(37.762968, -122.429559)"
Private,3205 16th St,PHO, ,L,12,0,0, ,"(37.764441, -122.424178)"
Private,431 Capitol Ave,PHO, ,L,30,0,0, ,"(37.714298, -122.459108)"
Private,1651 Union St,PHO, ,L,17,0,0, ,"(37.797986, -122.42623)"
Private,1080 Valencia St,PHO, ,G,25,0,0, ,"(37.755554, -122.421064)"
Private,1 Berry St,PHO, ,L,166,0,0, ,"(37.779722, -122.387722)"
Private,2401 Keith,PHO, ,L,28,0,0, ,"(37.725993, -122.391889)"
Private,1280 05th Ave,PHO, ,L,7,0,0, ,"(37.764562, -122.461608)"
Private,2 27TH ST,PHO, ,L,100,0,0, ,"(37.747382, -122.421333)"
Private,4186 24th St,PHO, ,L,12,0,0, ,"(37.75134, -122.435694)"
Private,2001 37th Ave,PHO, ,L,17,0,0, ,"(37.749414, -122.495557)"
Private,2790 Rivera St,PHO, ,G,90,0,0, ,"(37.746045, -122.495958)"
Private,25 9th St,PHO, ,G,134,0,0, ,"(37.777335, -122.41544)"
State of CA,301 Elm St,PHO, ,L,30,0,0, ,"(37.781014, -122.42212)"
Private,3301 Ortega St,PHO, ,L,58,0,0, ,"(37.751121, -122.498746)"
Private,505 Tunnel Ave,PHO, ,L,18,0,0, ,"(37.708475, -122.400881)"
Private,13 Christmas Tree Point Rd,PHO, ,L,10,0,0, ,"(37.754477, -122.446512)"
Private,50 Lusk St,PHO, ,G,80,0,0, ,"(37.778503, -122.394018)"
Private,5301 03rd St,PHO, ,L,19,0,0, ,"(37.729205, -122.392171)"
UCSF,1701 Divisadero St,PHO, ,G,80,0,0, ,"(37.785248, -122.44)"
UCSF,2300 Harrison St,PHO, ,L,56,0,0, ,"(37.760145, -122.412785)"
UCSF,2325 Post St,PHO, ,G,65,0,0, ,"(37.784034, -122.439714)"
UCSF,533 Laurel St,PHO, ,G,128,0,0, ,"(37.785836, -122.449486)"
UCSF,80 Upper Service Rd,PHO, ,L,122,0,0, ,"(37.761215, -122.456275)"
UCSF,1930 Market St,PHO, ,L,8,0,0, ,"(37.770527, -122.425638)"
UCSF,60 Upper Service Rd,PHO, ,L,33,0,0, ,"(37.760455, -122.455416)"
Private,1939 Market St,PHO, ,L,20,0,0, ,"(37.76984, -122.425299)"
Private,48 Julian St,PHO, ,L,18,0,0, ,"(37.767362, -122.421205)"
Private,55 Fillmore St,PHO, ,L,15,0,0, ,"(37.769891, -122.430241)"
Private,2130 POST ST,PHO, ,G,63,0,0, ,"(37.784821, -122.436788)"
Private,2474 Sacramento St,PHO, ,L,153,0,0, ,"(37.790041, -122.433489)"
Private,2157 17th St,PHO, ,L,63,0,0, ,"(37.765023, -122.405759)"
Private,155 Hermann St,PHO, ,L,96,0,0, ,"(37.77012, -122.427703)"
Private,2450 Turk Blvd,PHO, ,G,72,0,0, ,"(37.778599, -122.448297)"
Private,2632 Turk Blvd,PHO, ,G,23,0,0, ,"(37.778391, -122.449939)"
Private,2901 Turk Blvd,PHO, ,G,218,0,0, ,"(37.777563, -122.453251)"
Private,15 Onondaga Ave,PHO, ,L,2,0,0, ,"(37.721065, -122.437731)"
Private,4840 Mission St,PHO, ,L,92,0,0, ,"(37.720746, -122.437892)"
Private,1580 15th St,PHO, ,L,14,0,0, ,"(37.766861, -122.419162)"
Private,2632 Pine St,PHO, ,L,25,0,0, ,"(37.787403, -122.439036)"
Private,81 Yacht Rd,PHO, ,L,150,0,0, ,"(37.807288, -122.445262)"
Private,588 Portola Dr,PHO, ,L,84,0,0, ,"(37.745797, -122.451477)"
Private,2435 Van Ness Ave,PHO, ,L,14,0,0, ,"(37.797869, -122.424032)"
Port of SF,Pier 50,CGO, ,L,45,0,0, ,"(37.773118, -122.382127)"
Private,Pier 50,PHO, , ,101,0,0, ,"(37.773849, -122.383233)"
Presidio, ,PHO, ,L,20,0,0, ,"(37.789375, -122.460664)"
Presidio,99 Howard Rd,CGO, , ,30,0,0, ,"(37.788269, -122.480081)"
Presidio, ,CGO, ,L,101,0,0, ,"(37.801365, -122.473048)"
RPD,1398 Bosworth St,CGO, ,L,10,0,0, ,"(37.736906, -122.440899)"
Private,925 Chenery St,PHO, ,L,48,0,0, ,"(37.734833, -122.4373)"
Private,715 Chenery St,PHO, ,L,12,0,0, ,"(37.734394, -122.434123)"
UCSF,55 Laguna St,PHO, ,L,160,0,0, ,"(37.771663, -122.425703)"
Private,1940 Market St,PHO, ,L,25,0,0, ,"(37.770135, -122.425853)"
SFMTA,601 25th St,PHO, ,L,150,0,0, ,"(37.752573, -122.384896)"
Private,840 Cesar Chavez St,CGO, ,L,35,0,0, ,"(37.750647, -122.385202)"
Private,700 Cesar Chavez St,CGO, ,L,50,0,0, ,"(37.750778, -122.383093)"
Port of SF,721 Cesar Chavez St,PHO, ,L,50,0,0, ,"(37.750085, -122.383136)"
Private,151 Maryland St,PHO, ,L,40,0,0, ,"(37.751043, -122.380732)"
Private,999 Pennsylvania St,PHO, ,L,150,0,0, ,"(37.753591, -122.392231)"
Private,751 23rd St,PHO, ,L,60,0,0, ,"(37.75494, -122.387446)"
Private,791 24th St,PHO, ,L,30,0,0, ,"(37.753802, -122.387418)"
SFMTA,901 Rankin St,PHO, ,L,75,0,0, ,"(37.740516, -122.395615)"
SFMTA,1399 Marin St,PHO, ,L,51,0,0, ,"(37.748548, -122.389063)"
SFMTA,80 Charter Oak St,PHO, ,L,20,0,0, ,"(37.737053, -122.404927)"
SFMTA,290 North Point St,PHO, ,L,100,0,0, ,"(37.806931, -122.41166)"
SFMTA,1879 Bryant St,PHO, ,L,140,0,0, ,"(37.763773, -122.408762)"
SFMTA,1201 Mason St,PHO, ,G,20,0,0, ,"(37.794662, -122.411538)"
SFMTA,2350 San Jose Ave,PHO, ,L,40,0,0, ,"(37.72025, -122.447141)"
SFMTA,2250 San Jose Ave,PHO, ,L,135,0,0, ,"(37.721287, -122.446368)"
Private,Terry Francois Blvd,PHO, ,L,40,0,0, ,"(37.772948, -122.386775)"
Private,407 South Van Ness,PHO, ,L,25,0,0, ,"(37.7666, -122.417156)"
Private,372 Shotwell St,PHO, ,L,10,0,0, ,"(37.762411, -122.416166)"
Private,3254 19th St,PHO, ,L,40,0,0, ,"(37.76059, -122.416603)"
Private,3380 20th St,PHO, ,L,20,0,0, ,"(37.758909, -122.416244)"
Private,2320 Folsom St,CGO, ,L,60,0,0, ,"(37.759939, -122.415125)"
Private,2226 Folsom St,PHO, ,L,105,0,0, ,"(37.761708, -122.41536)"
Private,2256 Folsom St,CGO, ,L,60,0,0, ,"(37.761268, -122.415059)"
Private,3148 19th St,CGO, ,L,180,0,0, ,"(37.760919, -122.413616)"
Private,500 Treat Ave,PHO, ,L,41,0,0, ,"(37.761893, -122.413718)"
Private,3120 18th St,PHO, ,L,27,0,0, ,"(37.761962, -122.413192)"
Private,3186 18th St,PHO, ,L,25,0,0, ,"(37.7623, -122.414224)"
Private,3066 17th St,CGO, ,L,220,0,0, ,"(37.764322, -122.414062)"
Private,418 Alabama St,PHO, ,L,52,0,0, ,"(37.763976, -122.411608)"
Private,1300 Bryant St,PHO, ,L,43,0,0, ,"(37.768646, -122.411169)"
Private,2431 Alameda St,CGO, ,L,120,0,0, ,"(37.767757, -122.409248)"
SF Sheriff,120 14th St,CGO, ,L,18,0,0, ,"(37.768579, -122.416155)"
Private,352 Florida St,PHO, ,L,40,0,0, ,"(37.764778, -122.411401)"
Private,2498 23rd St,PHO, ,L,150,0,0, ,"(37.754734, -122.404264)"
Private,2670 23rd St,PHO, ,L,40,0,0, ,"(37.754515, -122.405771)"
Private,1091 Potrero Ave,PHO, ,L,26,0,0, ,"(37.75488, -122.40585)"
Private,1380 14th Ave,PHO, ,L,22,0,0, ,"(37.762396, -122.471134)"
Port of SF,Pier 96,PHO, ,L,57,0,0, ,"(37.740114, -122.371834)"
Port of SF,1899 Tennessee St,PHO, ,L,15,0,0, ,"(37.747962, -122.387908)"
Port of SF,101 23rd St,CGO, ,L,30,0,0, ,"(37.755664, -122.381762)"
Private,120 23rd Street,CGO, ,L,92,0,0, ,"(37.755848, -122.383571)"
Port of SF,102 23rd Street,CGO, ,L,100,0,0, ,"(37.756475, -122.382758)"
Private,550 22nd St,CGO, ,L,50,0,0, ,"(37.758586, -122.386738)"
Port of SF,101 20th Street,CGO, ,L,2100,0,0, ,"(37.758249, -122.38345)"
Port of SF, ,PHO, ,G,9,0,0, ,"(37.788885, -122.387074)"
Port of SF, ,PHO, ,G,60,0,0, ,"(37.800217, -122.397242)"
Private,Pier Twentyseven,PHO, ,L,60,0,0, ,"(37.803972, -122.400818)"
Port of SF, ,PHO, ,L,35,0,0, ,"(37.80911, -122.41663)"
Private,93 Emerson St,PHO, ,L,40,0,0, ,"(37.783336, -122.447678)"
Private,Blake St,PHO, ,L,60,0,0, ,"(37.783333, -122.451558)"
Private,Geary,PHO, ,L,50,0,0, ,"(37.781358, -122.453223)"
Private,Geary,PHO, ,L,42,0,0, ,"(37.781321, -122.462539)"
Private,Geary,PHO, ,L,36,0,0, ,"(37.780754, -122.462168)"
Private,Geary,PHO, ,L,70,0,0, ,"(37.780789, -122.461166)"
Private,Geary,PHO, ,L,40,0,0, ,"(37.781434, -122.460263)"
Private,09th Ave,PHO, ,L,12,0,0, ,"(37.782278, -122.46698)"
Private,08th Ave,PHO, ,L,30,0,0, ,"(37.781916, -122.466616)"
Private,1064 Mission St,PHO, ,L,100,0,0, ,"(37.780199, -122.409833)"
Private,450 Jessie St,CGO, ,L,15,0,0, ,"(37.782453, -122.40811)"
Private,971 Mission St,PHO, ,L,38,0,0, ,"(37.781337, -122.407627)"
Private,467 Minna St,PHO, ,L,22,0,0, ,"(37.780934, -122.407166)"
Private,109 Turk St,PHO, ,L,25,0,0, ,"(37.782899, -122.411053)"
Private,2550 41st Ave,PHO, ,L,30,0,0, ,"(37.739683, -122.498264)"
SFSU,20 N State Dr,PHO, ,L,420,0,0, ,"(37.726324, -122.481526)"
SFSU,3659 19th Ave,PHO, ,L,17,0,0, ,"(37.721634, -122.475679)"
SFSU,99 S State Dr,PHO, ,G,524,0,0, ,"(37.724063, -122.481184)"
SFSU,SFSU,PHO, ,L,111,0,0, ,"(37.724246, -122.478782)"
SFSU,32 S State Dr,PHO, ,L,163,0,0, ,"(37.724095, -122.4829)"
SFSU,1584 Holloway Ave,PHO, ,L,54,0,0, ,"(37.721178, -122.476832)"
Private,69 Page St,CPO, ,L,10,0,0,religious,"(37.773951, -122.421251)"
Private,2521 San Bruno Ave,CPO, ,L,5,0,0,service,"(37.729864, -122.404078)"
Private,5190 03rd St,CPO, ,L,10,0,0,medical,"(37.730826, -122.392162)"
Private,1401 19th Ave,CPO, ,L,11,0,0,automotive,"(37.761452, -122.477135)"
Private,961 Ocean Ave,CPO, ,L,12,0,0,automotive,"(37.722866, -122.452504)"
Private,4870 Geary Blvd,CPO, ,L,13,0,0,automotive,"(37.780922, -122.471269)"
Private,2290 Jennings St,CPO, ,L,8,0,0,office,"(37.725965, -122.389728)"
Private,762 FULTON ST,CPO, ,L,120,0,0,entertainment,"(37.778175, -122.428913)"
Private,5201 03rd St,CPO, ,L,22,0,0,restaurant,"(37.730897, -122.391647)"
Private,1798 Alemany Blvd,CPO, ,L,13,0,0,automotive,"(37.723782, -122.437406)"
Private,2901 Bryant St,CPO, ,L,3,0,0,automotive,"(37.748282, -122.408253)"
Private,2505 Lombard St,CPO, ,L,18,0,0,hotel,"(37.798676, -122.442611)"
Private,2322 Lombard St,CPO, ,L,18,0,0,hotel,"(37.799586, -122.43965)"
Private,1298 Howard St,CPO, ,L,21,0,0,retail,"(37.775213, -122.412999)"
Private,1200 Irving St,CPO, ,L,112,0,0,grocery,"(37.764001, -122.470527)"
Private,5894 Mission St,CPO, ,L,12,0,0,automotive,"(37.709027, -122.45234)"
Private,50 03RD ST,CPO, ,G,85,0,0,hotel,"(37.786664, -122.402804)"
Private,2831 Cesar Chavez St,CPO, ,L,6,0,0,automotive,"(37.748504, -122.406392)"
Private,1850 Mission St,CPO, ,L,28,0,0,entertainment,"(37.767397, -122.419971)"
Private,1251 Ocean Ave,CPO, ,L,40,0,0,automotive,"(37.723506, -122.455536)"
Private,701 Phelps St,CPO, ,L,8,0,0,office,"(37.740875, -122.389797)"
Private,1890 19th Ave,CPO, ,L,5,0,0,automotive,"(37.752644, -122.475802)"
Private,6202 03rd St,CPO, ,L,20,0,0,restaurant,"(37.72244, -122.39572)"
Private,47 Duboce Ave,CPO, ,L,24,0,0,retail,"(37.769658, -122.420855)"
Private,1450 Noriega St,CPO, ,L,7,0,0,service,"(37.754278, -122.478985)"
Private,2720 14th Ave,CPO, ,G,15,0,0,service,"(37.738453, -122.469124)"
Private,2835 Geary Blvd,CPO, ,L,39,0,0,service,"(37.781874, -122.44922)"
Private,3279 23rd St,CPO, ,L,12,0,0,service,"(37.753611, -122.417913)"
Private,2645 San Bruno Ave,CPO, ,L,26,0,0,service,"(37.728301, -122.40343)"
Private,1201 Columbus Ave,CPO, ,L,16,0,0,hotel,"(37.805048, -122.417324)"
Private,1300 Carroll,CPO, ,L,10,0,0,office,"(37.72202, -122.387604)"
Private,1326 Grove St,CPO, ,L,23,0,0,restaurant,"(37.776014, -122.438362)"
Private,2222 MARKET ST,CPO, ,L,33,0,0,hotel,"(37.765493, -122.431649)"
Private,280 Lee Ave,CPO, ,L,11,0,0,restaurant,"(37.723012, -122.453664)"
Private,3950 24th St,CPO, ,L,37,0,0,grocery,"(37.75166, -122.430616)"
Private,1504 Bryant St,CPO, ,L,41,0,0,retail,"(37.768139, -122.410956)"
Private,1717 Harrison St,CPO, ,L,178,0,0,retail,"(37.76899, -122.412576)"
Private,625 Bay Shore Blvd,CPO, ,L,36,0,0,retail,"(37.737456, -122.40634)"
Private,364 09th St,CPO, ,L,40,0,0,hotel,"(37.772783, -122.410626)"
Private,121 07th ST,CPO, ,L,110,0,0,hotel,"(37.778846, -122.409981)"
Private,140 07th St,CPO, ,G,70,0,0,hotel,"(37.778468, -122.41024)"
Private,112 07TH ST,CPO, ,L,15,0,0,hotel,"(37.77883, -122.410694)"
Private,20 Orange St,CPO, ,G,24,0,0,religious,"(37.752255, -122.420172)"
Private,1301 Van Ness Ave,CPO, ,G,44,0,0,retail,"(37.787374, -122.421783)"
Private,160 Church St,CPO, ,L,26,0,0,retail,"(37.768382, -122.429399)"
Private,2460 Lombard St,CPO, ,L,24,0,0,retail,"(37.799293, -122.441833)"
Private,2400 Irving St,CPO, ,L,26,0,0,retail,"(37.76343, -122.483486)"
Private,1675 Howard St,CPO, ,L,9,0,0,retail,"(37.77068, -122.416985)"
Private,220 San Bruno St,CPO, ,L,70,0,0,retail,"(37.766215, -122.406036)"
Private,350 Broderick St,CPO, ,G,80,0,0,retail,"(37.773377, -122.438738)"
Private,1533 Bush St,CPO, ,G,27,0,0,retail,"(37.788162, -122.422312)"
Private,1599 Lombard St,CPO, ,G,30,0,0,hotel,"(37.800592, -122.427436)"
Private,40 Pier Seven,CPO, ,L,12,0,0,restaurant,"(37.799695, -122.397496)"
Private,245 Bay Shore Blvd,CPO, ,L,29,0,0,restaurant,"(37.744091, -122.403945)"
Private,4780 Mission St,CPO, ,L,18,0,0,restaurant,"(37.721722, -122.437112)"
Private,830 Eddy St,CPO, ,G,25,0,0,restaurant,"(37.782978, -122.421236)"
Private,1485 Bayshore Blvd,CPO, ,L,302,0,0,office,"(37.725829, -122.401116)"
Private,1555 Burke Ave,CPO, ,L,62,0,0,office,"(37.744255, -122.386035)"
Private,1750 Cesar Chavez St,CPO, ,L,590,0,0,office,"(37.750016, -122.394168)"
Private,1799 Egbert Ave,CPO, ,L,150,0,0,office,"(37.726489, -122.398957)"
Private,1945 Carroll Ave,CPO, ,L,55,0,0,office,"(37.728556, -122.399554)"
Private,2177 Jerrold Ave,CPO, ,L,18,0,0,office,"(37.744519, -122.399834)"
Private,222 Napoleon St,CPO, ,L,24,0,0,office,"(37.746896, -122.399572)"
Private,3450 03rd St,CPO, ,L,50,0,0,office,"(37.745545, -122.387265)"
Private,50 Mendell St,CPO, ,L,128,0,0,office,"(37.743536, -122.383473)"
Private,175 Mendell St,CPO, ,L,48,0,0,office,"(37.742001, -122.383408)"
Private,1095 Hyde St,CPO, ,G,50,0,0,grocery,"(37.79077, -122.417433)"
Private,200 Industrial Ave,CPO, ,L,35,0,0,retail,"(37.738879, -122.404108)"
Private,359 08th St,CPO, ,L,28,0,0,retail,"(37.774495, -122.408948)"
Private,118 Hawthorne St,CPO, ,L,26,0,0,restaurant,"(37.78417, -122.397422)"
Private,2015 GREENWICH ST,CPO, ,L,40,0,0,hotel,"(37.799074, -122.432702)"
Presidio,2311 Taraval St,CPO, ,L,10,0,0,service,"(37.742127, -122.490684)"
Private,1101 VAN NESS AVE,CPO, ,G,420,0,0,hotel,"(37.78574, -122.422046)"
Private,186 Sanchez St,CPO, ,L,20,0,0,retail,"(37.766157, -122.431112)"
Private,727 VALENCIA ST,CPO, ,L,30,0,0,retail,"(37.761502, -122.421137)"
Private,101 Bayshore,CPO, ,L,4,0,0,automotive,"(37.749738, -122.40509)"
Private,3675 Geary Blvd,CPO, ,L,6,0,0,automotive,"(37.780955, -122.45832)"
Private,6002 Geary Blvd,CPO, ,L,15,0,0,automotive,"(37.780324, -122.483447)"
Private,784 Ulloa St,CPO, ,L,9,0,0,automotive,"(37.740834, -122.464376)"
Private,3750 03rd St,CPO, ,L,3,0,0,automotive,"(37.743117, -122.387839)"
Private,1929 Market St,CPO, ,L,7,0,0,service,"(37.770109, -122.424905)"
Private,838 Oak St,CPO, ,L,14,0,0,religious,"(37.773827, -122.432992)"
Private,1201 19th Ave,CPO, ,L,24,0,0,religious,"(37.765204, -122.477432)"
Private,701 Rutland St,CPO, ,L,14,0,0,religious,"(37.713043, -122.406649)"
Private,1900 Noriega St,CPO, ,L,14,0,0,service,"(37.754062, -122.483906)"
Private,4481 Geary Blvd,CPO, ,L,24,0,0,service,"(37.780578, -122.466841)"
Private,2675 Geary Blvd,CPO, ,L,550,0,0,retail,"(37.781559, -122.445957)"
Private,3003 03rd St,CPO, ,L,11,0,0,retail,"(37.751081, -122.387103)"
Private,1601 Folsom St,CPO, ,L,7,0,0,retail,"(37.770636, -122.414644)"
Private,1298 Valencia St,CPO, ,L,14,0,0,automotive,"(37.7522, -122.420748)"
Private,388 32nd Ave,CPO, ,L,19,0,0,automotive,"(37.781904, -122.491946)"
Private,888 Tennessee St,CPO, ,L,18,0,0,retail,"(37.760604, -122.389576)"
Private,1075 Columbus Ave,CPO, ,G,16,0,0,hotel,"(37.803936, -122.415719)"
Private,2775 Van Ness Ave,CPO, ,G,80,0,0,hotel,"(37.80096, -122.424657)"
Private,601 Bay Shore Blvd,CPO, ,L,18,0,0,automotive,"(37.737784, -122.406381)"
Private,355 Ocean Ave,CPO, ,L,65,0,0,religious,"(37.722705, -122.443992)"
Private,450 Connecticut St,CPO, ,L,22,0,0,medical,"(37.760531, -122.397378)"
Private,275 Taraval St,CPO, ,L,39,0,0,religious,"(37.743097, -122.468614)"
Private,625 Brotherhood Way,CPO, ,L,58,0,0,religious,"(37.71236, -122.472341)"
Private,801 Silver Ave,CPO, ,L,139,0,0,religious,"(37.729215, -122.419226)"
Private,6190 03rd St,CPO, ,L,30,0,0,religious,"(37.722746, -122.39564)"
Private,1901 Lombard St,CPO, ,G,30,0,0,hotel,"(37.799928, -122.432663)"
Private,2190 Lombard St,CPO, ,G,94,0,0,hotel,"(37.799884, -122.437302)"
Private,1870 Cesar Chavez St,CPO, ,L,50,0,0,office,"(37.749922, -122.395786)"
Private,723 Lincoln Way,CPO, ,L,9,0,0,retail,"(37.765656, -122.465462)"
Private,2208 Alameda St,CPO, ,L,70,0,0,retail,"(37.768562, -122.406796)"
Private,2358 Lombard St,CPO, ,L,18,0,0,hotel,"(37.799523, -122.440147)"
Private,1237 South VanNess Ave,CPO, ,L,66,0,0,grocery,"(37.753306, -122.415907)"
Private,4201 18th St,CPO, ,G,18,0,0,grocery,"(37.760564, -122.436012)"
Private,3127 Mission St,CPO, ,L,20,0,0,restaurant,"(37.747282, -122.418281)"
DMV,1377 Fell St,CPO, ,L,142,0,0,government,"(37.773443, -122.440231)"
Private,2151 Oakdale Ave,CPO, ,L,26,0,0,retail,"(37.740042, -122.400273)"
